,1,0
0,1,2
1,0,1
2,1,2
3,0,1
4,1,2
5,1,2
6,1,2
7,1,2
8,0,1
9,1,2
10,1,0
11,1,2
12,1,2
13,1,2
14,1,2
15,1,2
16,1,2
17,1,2
18,1,2
19,1,2
20,1,2
21,1,2
22,1,2
23,0,1
24,1,2
25,1,2
26,1,2
27,0,1
28,1,2
29,1,2
30,0,1
31,0,1
32,1,2
33,1,2
34,1,2
35,1,2
36,1,2
37,1,2
38,1,0
39,1,2
40,1,2
41,1,2
42,1,2
43,1,2
44,1,0
45,1,2
46,1,2
47,1,1
48,1,2
49,1,0
50,1,2
51,0,1
52,1,2
53,1,2
54,1,2
55,1,2
56,1,2
57,1,0
58,1,2
59,1,2
60,1,2
61,1,2
62,1,2
63,0,1
64,1,2
65,1,2
66,1,2
67,1,1
68,1,0
69,1,2
70,1,2
71,1,0
72,1,0
73,1,2
74,1,2
75,1,2
76,1,2
77,1,2
78,0,1
79,1,2
80,1,2
81,1,2
82,1,0
83,1,2
84,1,0
85,1,2
86,0,1
87,1,2
88,0,1
89,1,2
90,1,2
91,1,2
92,0,1
93,1,2
94,1,2
95,1,2
96,1,2
97,1,1
98,1,2
99,0,1
100,1,2
101,1,2
102,1,2
103,1,2
104,1,2
105,0,2
106,1,2
107,0,2
108,1,2
109,1,2
110,1,2
111,1,0
112,1,0
113,1,2
114,0,1
115,1,2
116,1,2
117,1,0
118,1,2
119,1,2
120,1,2
121,1,2
122,0,1
123,0,1
124,1,2
125,1,2
126,1,0
127,1,2
128,1,2
129,1,2
130,1,2
131,1,2
132,1,2
133,0,1
134,1,2
135,1,2
136,1,2
137,0,1
138,1,2
139,1,2
140,1,2
141,1,2
142,1,0
143,0,1
144,1,2
145,1,0
146,1,2
147,1,2
148,1,2
149,1,2
150,1,2
151,1,2
152,1,2
153,1,2
154,1,2
155,0,1
156,1,2
157,1,0
158,1,2
159,1,2
160,1,2
161,1,2
162,1,2
163,1,0
164,1,2
165,1,2
166,1,2
167,1,2
168,1,2
169,0,1
170,0,1
171,1,2
172,1,2
173,1,2
174,1,2
