158,0,0,1,1,0,1,0,0,1,1
159,0,0,0,1,1,1,0,0,1,1
160,0,0,1,1,1,1,0,0,1,1
161,0,1,1,1,0,0,1,0,1,1
162,0,0,1,1,0,0,1,1,1,1
163,0,1,1,1,0,1,0,1,1,1
164,0,1,1,1,0,0,1,0,1,1
165,0,1,1,1,0,0,1,0,1,1
166,0,1,1,1,1,1,0,0,1,1
167,0,1,1,1,1,1,0,0,1,1
168,0,0,1,1,1,1,0,0,1,1
169,0,1,1,1,0,0,1,0,1,1
170,0,0,1,1,0,1,0,1,1,1
171,1,1,1,1,1,1,0,0,1,1
172,0,1,1,1,1,1,0,0,1,1
173,0,1,1,1,1,1,0,1,1,1
174,0,1,0,0,1,0,1,1,1,1
175,0,0,1,1,0,1,0,0,1,1
176,0,0,0,1,0,0,1,1,1,1
177,0,0,1,1,0,0,1,0,1,1
178,0,1,1,1,1,1,0,0,1,1
179,0,0,0,1,1,1,0,1,0,1
180,0,0,1,1,1,1,0,0,1,1
181,0,1,1,1,1,1,0,1,1,1
182,0,1,1,1,0,0,1,0,1,1
183,0,1,1,1,0,0,1,1,1,1
184,0,1,1,1,1,1,0,1,1,1
185,0,0,1,1,1,1,0,0,1,1
186,0,1,1,1,1,1,0,0,1,1
187,0,0,0,1,1,1,0,0,1,1
188,0,1,0,0,1,1,0,0,1,1
189,0,1,1,1,1,1,0,0,1,1
190,0,1,1,1,0,1,0,0,1,1
191,0,0,1,1,1,1,0,1,1,1
192,0,0,1,1,0,0,1,1,1,1
193,0,0,1,0,0,1,0,1,1,1
194,0,0,1,1,1,1,0,0,1,1
195,0,1,1,1,1,1,0,1,1,1
196,0,1,1,1,0,1,0,1,1,1
197,0,1,1,1,1,1,0,1,1,1
198,0,1,1,1,0,1,0,1,1,1
199,0,1,1,1,1,1,0,0,1,1
200,0,1,1,1,1,1,0,0,1,1
201,0,0,0,1,1,1,0,0,1,1
202,0,1,1,1,0,0,1,0,0,1
203,1,0,1,1,1,1,0,0,1,1
204,0,1,1,1,0,0,1,0,1,1
205,0,0,0,1,1,0,0,1,1,1
206,0,1,1,1,1,1,0,1,1,1
207,0,1,1,1,1,1,0,0,1,1
208,0,1,1,1,1,1,0,1,1,1
209,1,1,1,1,1,1,0,0,1,1
210,0,0,0,1,1,1,0,1,1,1
211,0,1,1,1,1,0,1,0,0,1
212,0,0,1,1,1,1,0,1,1,1
213,0,1,1,1,1,1,0,1,1,1
214,0,1,1,1,1,1,0,0,0,1
215,0,1,0,0,1,0,1,0,0,1
216,0,1,0,0,1,0,1,0,1,1
217,0,1,1,1,0,0,0,1,1,1
218,0,1,1,1,1,1,0,0,1,1
219,0,1,1,1,0,0,1,0,1,1
220,0,0,1,1,0,0,1,0,0,1
221,0,0,0,1,0,1,0,0,1,1
222,0,0,1,1,1,1,0,0,1,1
223,0,1,1,1,1,1,0,1,1,1
224,1,1,1,1,0,0,1,0,1,1
225,0,1,1,1,1,1,0,0,1,1
226,0,1,0,0,1,0,1,0,0,1
227,1,0,1,1,1,1,0,1,1,1
228,0,0,1,1,1,1,0,0,1,1
229,0,1,1,1,1,1,0,0,1,1
230,1,1,1,1,1,1,0,0,1,1
231,0,0,1,1,0,0,1,0,0,1
232,0,1,1,1,0,0,1,0,1,1
233,0,1,1,1,0,1,0,1,1,1
234,0,1,1,1,1,1,0,1,1,1
235,0,1,1,1,0,1,0,1,1,1
236,0,0,0,1,0,1,1,0,1,1
237,0,0,1,0,1,0,1,1,1,1
238,0,0,1,1,1,1,0,1,1,1
239,0,1,1,1,0,0,1,1,1,1
240,0,1,1,1,1,1,0,1,1,1
241,0,1,1,1,0,0,1,0,1,1
242,0,0,0,1,1,1,0,0,1,1
243,0,1,1,1,1,1,0,1,1,1
244,0,0,0,1,0,0,1,0,1,1
245,0,1,0,0,1,0,1,0,0,1
246,0,1,0,0,1,0,1,0,1,0
247,1,0,1,1,1,1,0,0,1,1
248,0,1,1,1,1,1,0,0,1,1
249,0,1,0,0,0,0,1,1,1,1
250,0,0,0,1,0,1,0,0,1,1
251,0,0,1,1,0,1,0,0,1,1
252,0,0,1,1,0,0,1,1,1,1
253,0,0,1,1,0,1,0,0,1,1
254,0,1,1,1,1,0,1,0,1,1
255,0,1,1,1,1,1,0,1,1,1
256,1,1,1,1,0,0,1,0,1,1
257,0,1,1,1,0,0,1,1,1,1
258,0,0,1,1,0,0,1,1,1,1
259,0,1,1,1,1,1,0,1,1,1
260,0,0,0,1,1,1,0,0,1,1
261,0,1,1,1,1,1,0,0,1,1
262,0,0,1,1,0,0,1,1,0,1
263,0,1,1,1,1,1,0,0,1,1
264,0,1,0,0,1,0,1,0,1,1
265,0,1,1,1,0,0,1,0,1,1
266,0,0,1,1,0,0,1,0,1,1
267,0,1,1,1,0,0,1,1,1,1
268,0,1,0,0,1,0,1,1,1,1
269,0,0,1,1,1,0,0,0,1,1
270,0,1,1,1,0,1,0,1,1,1
271,1,1,1,1,1,1,0,1,1,1
272,1,1,1,1,1,1,0,0,1,1
273,0,1,1,1,0,1,0,1,1,1
274,0,1,1,1,1,1,0,0,1,1
275,1,0,1,1,1,1,0,0,1,1
276,0,1,1,1,1,1,0,1,1,1
277,0,1,1,1,1,1,0,1,1,1
278,0,1,1,1,0,1,0,1,1,1
279,0,1,1,1,1,1,0,0,1,1
280,0,1,1,1,1,1,0,0,1,1
281,0,1,1,1,0,0,1,0,1,1
282,1,1,1,1,0,1,0,1,1,1
283,0,1,1,1,0,0,1,0,1,1
284,0,0,1,1,1,1,0,1,1,1
285,0,1,1,1,0,1,0,0,0,1
286,0,1,1,1,1,1,0,0,1,1
287,1,0,1,1,1,1,0,1,1,1
288,0,1,0,0,1,0,1,0,1,1
289,0,1,1,1,0,1,0,0,0,1
290,0,0,1,1,1,1,0,1,1,1
291,0,1,1,1,0,1,0,1,1,1
292,0,1,1,1,1,1,0,1,1,1
293,0,1,1,1,1,0,1,0,1,1
294,0,1,1,1,0,1,0,1,1,1
295,0,1,1,1,1,1,0,1,1,1
296,0,1,1,1,0,0,1,0,1,1
297,0,1,1,1,0,1,0,0,1,1
298,0,1,1,1,1,1,0,1,1,1
299,1,0,1,1,1,1,0,1,1,1
300,0,1,1,1,0,0,1,1,1,1
301,0,1,0,0,1,0,1,0,1,1
302,0,1,1,1,1,1,0,0,1,1
303,0,1,0,0,1,0,1,1,1,1
304,0,0,1,1,0,1,0,1,1,1
305,0,1,1,1,1,1,0,0,1,1
306,0,1,1,1,1,1,0,0,1,1
307,0,1,1,1,0,0,1,0,1,1
308,0,1,1,1,0,1,0,0,1,1
309,1,1,1,1,0,0,1,0,1,1
310,0,1,1,1,0,0,1,0,1,1
311,0,1,0,0,1,1,0,1,1,1
312,0,1,1,1,0,0,1,0,1,1
313,1,1,1,1,1,1,0,1,1,1
314,0,0,1,1,1,0,1,0,0,1
315,0,1,1,1,0,0,1,1,1,1
316,0,1,1,0,1,1,0,1,1,1
317,0,1,1,1,1,1,0,1,1,1
318,0,1,1,1,1,0,1,1,1,1
319,1,1,1,1,1,1,0,1,1,1
320,0,1,1,1,0,1,0,1,1,1
321,0,1,1,1,1,0,1,1,1,1
322,1,0,1,1,0,0,1,0,1,1
323,0,1,1,1,1,1,1,0,1,1
324,0,0,0,1,0,0,1,1,1,1
325,0,1,1,1,0,1,0,0,1,1
326,0,1,1,1,1,1,0,0,1,1
327,1,0,1,1,1,0,1,0,1,1
328,0,1,1,1,0,0,0,1,1,1
329,0,0,0,1,1,1,1,0,1,1
330,0,0,1,1,1,1,0,0,1,1
331,0,0,1,1,0,0,1,1,1,1
332,0,1,1,1,0,0,1,0,1,1
333,0,1,1,1,0,0,1,0,1,1
334,0,1,0,0,1,1,1,1,1,1
335,0,0,0,1,0,0,1,0,1,1
336,0,1,1,1,0,1,0,0,0,1
337,0,1,1,1,0,0,1,0,1,1
338,0,0,1,1,1,1,0,0,1,1
339,0,1,1,1,0,1,0,0,0,1
340,0,1,1,1,1,1,0,1,1,1
341,0,1,1,1,0,1,0,0,1,1
342,0,1,1,1,0,1,0,0,1,1
343,0,1,1,1,1,0,0,0,1,1
344,0,0,1,1,1,1,0,0,1,1
345,0,1,0,0,1,1,0,1,1,1
346,1,1,1,1,1,1,0,1,1,1
347,0,0,0,1,1,1,0,0,1,1
348,0,1,1,1,1,1,0,0,1,1
349,0,1,1,1,1,1,0,1,1,1
350,0,0,1,1,1,1,0,1,0,1
351,0,0,0,1,1,1,1,0,1,1
352,0,1,1,1,0,1,0,0,1,1
353,0,1,1,1,1,1,0,1,1,1
354,0,0,0,1,1,1,0,0,1,1
355,0,0,0,0,1,0,1,0,1,1
356,0,1,0,0,1,0,1,0,1,1
357,0,1,1,1,1,1,0,0,1,1
358,0,0,1,1,1,1,0,1,1,1
359,0,1,1,1,0,1,0,1,0,0
360,0,1,1,1,0,1,0,0,1,1
361,0,1,1,1,0,1,0,0,1,1
362,0,0,0,1,1,1,0,1,0,1
363,0,0,1,1,0,0,1,0,1,1
364,0,1,1,1,0,1,0,0,1,1
365,0,1,1,1,1,1,0,0,1,1
366,1,1,1,1,0,0,0,1,1,1
367,0,1,1,1,0,0,1,0,1,1
368,0,0,1,1,1,1,1,0,1,1
369,0,1,0,0,1,0,1,0,1,1
370,0,0,1,1,0,0,1,0,0,1
371,0,1,1,1,1,1,0,0,1,1
372,0,0,1,1,0,0,1,1,1,1
373,0,0,1,1,0,1,0,1,1,1
374,0,1,1,1,1,1,0,0,1,1
375,0,1,1,1,1,1,0,0,1,1
376,0,1,1,1,1,1,0,1,1,1
377,0,1,1,1,0,1,0,1,1,1
378,1,0,1,1,1,1,0,1,1,1
379,0,1,1,1,1,1,1,1,1,1
380,0,1,1,1,1,1,0,1,1,1
381,0,0,1,1,0,1,0,0,1,1
382,0,1,1,1,0,0,1,1,1,1
383,0,1,1,1,0,0,1,0,1,1
384,0,1,1,1,0,0,1,0,1,1
385,0,1,1,1,1,0,1,0,0,1
386,0,0,0,0,1,0,1,0,1,1
387,0,1,0,0,0,0,1,0,1,1
388,0,1,1,1,0,0,1,1,1,1
389,1,1,0,0,1,0,1,0,1,1
390,1,0,1,1,0,0,1,1,1,1
391,0,1,1,1,0,0,1,1,1,1
392,0,1,1,1,0,0,1,1,1,1
393,0,1,0,0,1,1,0,1,1,1
394,0,1,1,1,0,0,1,0,1,1
395,0,1,1,1,1,1,0,0,1,1
396,0,1,1,1,1,1,0,0,1,1
397,0,1,1,1,1,1,0,1,1,1
398,0,1,1,1,1,1,0,1,1,1
399,0,0,1,1,0,1,0,0,1,1
400,0,0,1,1,0,1,0,0,1,1
401,1,0,1,1,1,1,0,0,1,1
402,0,1,1,1,1,1,0,1,1,1
403,0,1,1,1,0,1,0,0,1,1
404,0,0,0,1,0,1,0,0,1,1
405,0,1,1,1,1,0,1,1,1,1
406,0,0,1,1,1,1,0,1,1,1
407,0,0,0,1,1,1,0,1,1,1
408,0,0,0,0,1,1,0,0,1,1
409,0,1,1,1,0,0,1,1,1,1
410,0,1,1,1,0,1,0,0,1,1
411,0,0,0,1,0,1,0,1,1,0
412,1,1,1,1,1,1,0,0,1,1
413,0,0,1,1,0,1,0,0,1,1
414,0,1,1,1,0,0,1,0,1,1
415,0,1,1,1,1,1,0,1,1,1
416,0,1,0,0,1,0,1,0,1,1
417,0,1,1,1,1,1,0,1,1,1
418,1,0,1,1,1,1,0,1,1,1
419,0,0,0,1,0,1,0,1,1,1
420,0,1,1,1,0,1,0,1,1,1
421,0,1,1,1,1,1,0,0,1,1
422,1,0,0,1,1,1,0,0,1,1
423,0,0,1,1,0,1,0,0,1,1
424,0,0,1,1,1,1,0,0,1,1
425,0,1,1,1,1,1,0,1,1,1
426,0,0,1,1,0,1,0,1,1,1
427,0,0,0,1,1,1,0,0,1,1
428,0,0,0,1,1,1,0,1,1,1
429,0,0,1,1,1,1,0,1,1,1
430,0,0,1,1,0,0,1,1,1,1
431,1,1,1,1,1,1,0,0,1,1
432,0,0,1,1,0,0,1,0,1,1
433,0,1,1,1,1,1,0,1,1,1
434,0,1,0,0,1,0,1,1,1,1
435,0,1,1,1,1,1,0,0,1,0
436,0,0,0,0,0,0,1,0,0,1
437,0,0,1,1,0,1,0,1,1,1
438,1,1,1,1,1,1,0,1,1,1
439,0,0,0,1,0,0,1,0,1,1
440,0,0,1,0,1,0,1,1,1,1
441,0,0,0,1,1,1,0,1,1,1
442,0,1,1,1,0,0,1,0,1,1
443,0,1,1,1,1,1,0,1,1,1
444,0,1,1,1,1,1,0,1,1,1
445,0,0,0,1,1,1,0,0,1,1
446,0,1,1,1,1,1,0,1,1,1
447,0,1,1,0,1,0,1,1,1,1
448,0,1,0,0,1,1,0,1,0,1
449,0,1,1,1,1,1,0,1,1,1
450,0,1,1,1,1,1,0,0,1,1
451,1,1,0,0,1,1,0,0,1,1
452,0,1,1,1,0,1,0,0,1,1
453,0,0,1,1,1,1,0,1,1,1
454,0,1,1,1,0,0,1,1,1,1
455,0,1,1,0,1,1,0,0,1,1
456,0,1,1,1,1,1,0,0,1,1
457,1,1,1,1,1,1,0,0,1,1
458,0,0,0,1,1,1,0,1,1,1
459,1,1,1,1,1,1,0,0,1,1
460,0,0,1,1,0,0,1,1,1,1
461,0,1,0,0,0,0,1,0,1,1
462,0,0,1,1,1,1,0,1,1,1
463,0,1,1,1,1,1,0,0,1,1
464,0,1,1,1,1,1,0,1,1,1
465,0,0,0,1,1,1,0,0,1,1
466,0,1,1,1,1,1,0,1,1,1
467,0,1,1,1,1,1,0,0,1,1
468,0,0,0,1,0,1,0,0,1,1
469,0,1,1,1,1,1,0,0,1,1
470,0,0,1,1,1,1,0,1,1,1
471,0,0,1,1,1,1,0,0,1,1
472,0,1,1,1,0,1,0,0,1,1
473,0,1,0,0,1,0,1,0,1,1
474,0,0,1,1,0,1,0,0,1,1
475,0,0,0,1,1,1,0,1,1,1
476,1,1,1,1,0,0,1,1,1,1
477,0,0,0,0,1,0,1,0,1,1
478,0,0,0,1,0,0,1,0,1,1
479,0,0,1,1,1,1,0,0,1,1
480,0,1,1,1,1,1,0,1,1,1
481,0,1,1,1,0,1,0,0,0,1
482,0,1,1,1,0,1,0,0,1,1
483,1,1,1,1,0,1,0,1,1,1
484,0,1,1,1,1,1,0,0,1,1
485,0,0,1,1,0,0,1,0,1,1
486,0,1,1,1,1,1,0,1,1,1
487,0,1,1,1,1,1,0,0,1,1
488,0,1,0,0,0,0,1,0,1,1
489,1,0,1,1,1,1,0,0,1,1
490,0,1,1,1,1,1,0,1,1,1
491,0,0,1,0,1,0,1,0,1,1
492,0,0,0,1,1,1,0,1,1,1
493,0,1,1,1,1,1,0,1,1,1
494,0,0,0,0,0,1,0,0,1,1
495,0,1,1,1,1,1,0,1,1,1
496,0,1,1,1,0,1,0,0,0,1
497,0,1,1,1,1,1,0,0,1,1
498,0,1,1,1,1,0,1,0,1,1
499,0,0,0,0,1,0,1,1,0,1
500,1,0,0,0,1,0,1,0,1,1
501,0,1,1,1,1,0,1,1,1,1
502,0,1,1,1,1,1,0,0,1,1
503,0,1,1,1,1,1,0,0,1,1
504,0,0,1,1,0,0,1,0,1,1
505,0,1,0,0,1,0,1,0,1,1
506,1,0,1,1,1,1,0,1,0,1
507,0,1,1,1,0,0,1,0,1,1
508,0,1,0,0,1,0,1,0,1,1
509,0,1,1,1,1,1,0,0,1,1
510,0,1,1,1,1,1,0,1,1,1
511,0,1,1,1,1,1,0,0,1,1
512,0,1,0,0,0,1,0,0,1,1
513,1,1,1,1,1,1,0,0,1,1
514,0,1,1,1,1,1,0,0,1,1
515,0,0,0,1,0,1,0,1,1,1
516,0,1,1,1,1,1,0,0,1,1
517,0,1,1,1,0,0,1,0,1,1
518,0,1,1,1,1,1,0,0,1,1
519,0,0,1,1,1,1,0,1,1,1
520,1,1,1,1,0,1,0,1,1,1
521,0,1,1,1,1,1,0,1,1,1
522,0,1,1,1,1,1,0,1,1,1
523,0,1,1,1,1,1,0,0,1,1
524,0,1,1,1,1,1,0,0,1,1
525,0,1,1,1,1,1,0,1,1,1
526,0,0,1,0,1,1,0,0,1,1
527,0,0,0,1,1,0,1,0,1,1
528,1,1,1,1,0,0,1,1,1,1
529,1,1,1,1,0,0,1,0,1,1
530,0,1,0,0,0,0,1,0,1,1
531,0,1,1,1,1,0,1,0,1,1
532,0,1,1,1,1,1,0,0,1,1
533,0,1,1,1,1,1,0,0,1,1
534,0,1,1,1,0,1,0,0,1,1
535,1,0,1,1,1,1,1,1,1,1
536,0,1,1,1,0,0,1,0,1,1
537,0,1,1,1,1,1,0,1,1,1
538,0,0,0,1,0,1,0,0,1,1
539,0,1,1,1,1,1,1,1,1,1
540,0,1,1,1,1,1,0,1,1,1
541,0,1,1,1,0,1,0,1,1,1
542,0,1,0,0,1,0,1,0,1,1
543,0,1,1,1,0,1,0,1,1,1
544,0,0,0,1,0,0,1,0,1,1
545,1,1,1,1,1,1,0,0,1,1
546,0,1,1,1,1,1,0,0,1,1
547,0,1,1,1,0,1,0,1,1,1
548,0,1,1,1,1,1,0,1,1,1
549,0,1,1,1,0,1,0,1,1,1
550,0,1,1,1,1,1,0,1,1,1
551,0,0,0,1,1,1,0,0,1,1
552,0,1,1,0,1,0,1,0,1,1
553,0,1,1,1,1,1,0,0,1,1
554,0,1,1,1,1,1,0,0,1,1
555,0,0,1,0,1,1,0,1,1,1
556,1,1,1,1,0,0,1,0,1,1
557,0,1,1,1,0,1,0,1,0,0
558,0,0,1,1,1,1,0,1,1,1
559,0,1,1,1,0,0,1,1,1,1
560,0,1,1,1,1,1,0,0,0,1
561,0,1,0,0,1,0,1,0,1,1
562,0,1,1,1,0,0,1,1,1,1
563,0,1,1,1,0,0,1,0,1,1
564,0,1,1,1,1,1,0,1,1,1
565,0,1,1,0,1,0,1,0,1,1
566,0,1,1,1,0,1,0,1,1,1
567,0,1,1,1,0,0,0,0,1,1
568,0,0,0,1,1,1,0,1,1,1
569,0,0,0,1,0,0,1,0,1,1
570,0,1,1,1,0,1,0,1,1,1
571,0,1,1,1,1,1,0,0,1,1
572,0,1,0,0,1,0,1,1,1,1
573,0,1,1,1,0,0,1,0,1,1
574,0,1,1,1,1,1,0,0,1,1
575,0,0,1,1,0,0,1,0,1,1
576,0,1,0,0,0,0,1,1,1,1
577,0,1,1,1,1,1,0,1,1,1
578,0,1,1,1,0,0,1,1,1,1
579,0,1,1,1,0,0,1,1,1,1
580,0,0,1,1,0,1,0,0,1,1
581,0,0,1,1,1,1,0,0,1,1
582,0,1,0,0,1,0,1,0,1,1
583,0,1,1,1,0,0,1,0,1,1
584,0,1,1,1,0,1,0,1,1,1
585,0,1,1,1,0,1,0,0,1,1
586,0,1,1,1,0,1,0,1,1,1
587,0,1,1,1,1,1,0,0,1,1
588,1,0,0,1,0,0,1,0,1,1
589,0,1,1,1,1,1,0,0,1,1
590,0,1,1,1,1,1,0,1,1,1
591,0,1,1,1,0,0,1,0,1,1
592,0,1,1,1,1,1,0,1,0,1
593,1,1,1,1,1,1,0,0,1,1
594,0,0,1,1,1,1,0,0,1,1
595,0,1,1,1,1,1,0,0,1,1
596,0,0,1,1,1,1,0,0,1,1
597,0,1,1,1,1,1,0,0,1,1
598,0,1,0,0,1,0,1,1,1,1
599,1,1,1,1,1,1,0,1,1,1
600,0,1,1,1,0,0,1,0,1,1
601,0,0,1,1,1,1,0,0,1,1
602,0,1,1,1,0,1,0,0,1,1
603,0,1,1,1,0,0,1,0,1,1
604,0,1,1,1,1,1,0,0,1,1
605,0,0,0,1,0,0,1,0,1,1
606,0,1,1,1,1,1,0,1,1,1
607,0,1,1,1,0,0,1,1,1,1
608,0,1,1,1,1,1,0,0,1,1
609,1,1,1,1,1,1,0,1,1,1
610,0,0,1,1,1,1,0,0,1,1
611,0,0,0,1,0,0,1,0,1,1
612,0,1,1,1,1,1,0,0,1,1
613,0,1,1,1,0,0,0,1,1,1
614,0,1,1,1,0,0,1,0,1,1
615,0,1,1,1,1,1,0,1,1,1
616,0,1,1,1,0,1,0,0,1,1
617,0,1,1,1,1,1,0,1,1,1
618,1,1,1,1,1,1,0,0,1,1
619,0,1,1,1,0,1,0,0,0,1
620,0,1,1,1,1,1,0,0,1,1
621,0,1,1,1,0,0,0,1,1,1
622,0,0,1,1,1,1,0,0,1,1
623,0,1,1,1,1,1,0,1,1,1
624,0,1,1,1,1,1,0,0,1,1
625,0,1,1,1,1,1,0,0,0,1
626,0,0,1,1,0,1,0,0,1,1
627,0,1,1,1,1,1,1,1,1,1
628,0,1,1,1,1,1,0,0,1,1
629,0,1,1,1,1,1,0,0,1,1
630,0,1,1,1,1,1,0,0,1,1
631,0,1,1,1,0,1,0,1,1,1
632,0,0,0,1,1,1,0,0,1,1
633,0,1,1,1,0,1,0,0,1,1
634,0,0,1,1,0,0,1,0,1,1
